Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Segment,Country,City,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Order_Status,Payment_Method,Gross_Sales,Discount_Amount,Net_Sales,Month
1052,2024-06-13,C005,Karan Patel,Consumer,India,Jaipur,Furniture,Study Table,5,12000,0.15,Completed,UPI,60000,9000,51000,June
1053,2024-02-15,C002,Ananya Iyer,Corporate,India,Bangalore,Furniture,Office Chair,5,8500,0.1,Completed,Net Banking,42500,4250,38250,February
1054,2024-04-21,C006,Priya Nair,Consumer,India,Mumbai,Furniture,Study Table,5,12000,0.2,Completed,Credit Card,60000,12000,48000,April
1055,2024-04-21,C005,Karan Patel,Consumer,India,Jaipur,Electronics,Wireless Mouse,1,1200,0.2,Completed,Credit Card,1200,240,960,April
1056,2024-01-18,C006,Priya Nair,Consumer,India,Hyderabad,Furniture,Bookshelf,3,6500,0.2,Completed,UPI,19500,3900,15600,January
1057,2024-03-20,C005,Karan Patel,Consumer,India,Kochi,Stationery,Pen Set,4,450,0.1,Completed,Credit Card,1800,180,1620,March
1058,2024-06-19,C004,Neha Singh,Home Office,India,Nagpur,Furniture,Bookshelf,4,6500,0.05,Completed,Net Banking,26000,1300,24700,June
1059,2024-03-18,C009,Vikram Rao,Corporate,India,Kochi,Electronics,Wireless Mouse,3,1200,0.05,Completed,Debit Card,3600,180,3420,March
1060,2024-04-23,C008,Sneha Verma,Home Office,India,Ahmedabad,Stationery,Notebook Pack,2,300,0.2,Completed,Credit Card,600,120,480,April
1061,2024-05-11,C002,Ananya Iyer,Corporate,India,Mumbai,Furniture,Office Chair,5,8500,0.1,Completed,Credit Card,42500,4250,38250,May
1062,2024-02-20,C005,Karan Patel,Consumer,India,Bangalore,Electronics,Power Bank,2,2200,0,Completed,Net Banking,4400,0,4400,February
1063,2024-04-26,C010,Pooja Kulkarni,Corporate,India,Chennai,Electronics,Keyboard,4,3500,0.2,Completed,Net Banking,14000,2800,11200,April
1064,2024-03-03,C008,Sneha Verma,Home Office,India,Mumbai,Furniture,Bookshelf,2,6500,0,Completed,Credit Card,13000,0,13000,March
1065,2024-04-28,C003,Arjun Mehta,Consumer,India,Chennai,Stationery,Pen Set,1,450,0.2,Cancelled,UPI,450,90,360,April
1066,2024-04-28,C008,Sneha Verma,Home Office,India,Nagpur,Electronics,Monitor 24 inch,5,14500,0.2,Completed,Net Banking,72500,14500,58000,April
1067,2024-04-19,C010,Pooja Kulkarni,Corporate,India,Delhi,Stationery,Pen Set,5,450,0.15,Completed,Net Banking,2250,337.5,1912.5,April
1068,2024-03-04,C008,Sneha Verma,Home Office,India,Ahmedabad,Furniture,Office Chair,3,8500,0.2,Completed,Debit Card,25500,5100,20400,March
1069,2024-03-14,C008,Sneha Verma,Home Office,India,Hyderabad,Electronics,Keyboard,2,3500,0.1,Completed,UPI,7000,700,6300,March
1070,2024-02-29,C003,Arjun Mehta,Consumer,India,Chennai,Electronics,Monitor 24 inch,4,14500,0.05,Completed,Net Banking,58000,2900,55100,February
1071,2024-04-29,C006,Priya Nair,Consumer,India,Chennai,Stationery,Pen Set,4,450,0,Completed,Net Banking,1800,0,1800,April
1072,2024-05-27,C010,Pooja Kulkarni,Corporate,India,Bangalore,Electronics,Wireless Mouse,4,1200,0.15,Cancelled,Debit Card,4800,720,4080,May
1073,2024-05-17,C007,Sameer Khan,Corporate,India,Chennai,Furniture,Bookshelf,5,6500,0.2,Completed,Debit Card,32500,6500,26000,May
1074,2024-01-08,C007,Sameer Khan,Corporate,India,Kochi,Stationery,Notebook Pack,4,300,0.1,Completed,Net Banking,1200,120,1080,January
1075,2024-05-16,C003,Arjun Mehta,Consumer,India,Nagpur,Stationery,Marker Set,1,250,0.15,Completed,UPI,250,37.5,212.5,May
1076,2024-02-04,C002,Ananya Iyer,Corporate,India,Bangalore,Furniture,Bookshelf,4,6500,0.05,Completed,Debit Card,26000,1300,24700,February
1077,2024-03-24,C004,Neha Singh,Home Office,India,Pune,Stationery,Notebook Pack,3,300,0.15,Completed,Net Banking,900,135,765,March
1078,2024-04-30,C005,Karan Patel,Consumer,India,Bangalore,Electronics,Keyboard,1,3500,0.2,Returned,Debit Card,3500,700,2800,April
1079,2024-06-15,C004,Neha Singh,Home Office,India,Chennai,Electronics,Keyboard,1,3500,0,Completed,UPI,3500,0,3500,June
1080,2024-03-02,C010,Pooja Kulkarni,Corporate,India,Mumbai,Electronics,Monitor 24 inch,2,14500,0.15,Completed,Credit Card,29000,4350,24650,March
1081,2024-04-04,C008,Sneha Verma,Home Office,India,Nagpur,Furniture,Office Chair,2,8500,0.2,Returned,UPI,17000,3400,13600,April
1082,2024-01-28,C003,Arjun Mehta,Consumer,India,Pune,Furniture,Office Chair,5,8500,0,Completed,Net Banking,42500,0,42500,January
1083,2024-01-20,C007,Sameer Khan,Corporate,India,Mumbai,Electronics,Power Bank,5,2200,0.05,Completed,Debit Card,11000,550,10450,January
1084,2024-05-24,C010,Pooja Kulkarni,Corporate,India,Jaipur,Electronics,Keyboard,1,3500,0.1,Completed,Debit Card,3500,350,3150,May
1085,2024-06-14,C002,Ananya Iyer,Corporate,India,Kochi,Stationery,Pen Set,3,450,0,Completed,UPI,1350,0,1350,June
1086,2024-06-11,C007,Sameer Khan,Corporate,India,Kochi,Furniture,Study Table,4,12000,0.05,Completed,Debit Card,48000,2400,45600,June
1087,2024-05-03,C010,Pooja Kulkarni,Corporate,India,Nagpur,Stationery,Pen Set,4,450,0.15,Completed,Credit Card,1800,270,1530,May
1088,2024-04-25,C002,Ananya Iyer,Corporate,India,Nagpur,Furniture,Office Chair,2,8500,0.15,Completed,Net Banking,17000,2550,14450,April
1089,2024-05-06,C006,Priya Nair,Consumer,India,Ahmedabad,Electronics,Wireless Mouse,3,1200,0.05,Completed,Debit Card,3600,180,3420,May
1090,2024-06-01,C006,Priya Nair,Consumer,India,Bangalore,Furniture,Office Chair,3,8500,0.2,Completed,Credit Card,25500,5100,20400,June
1091,2024-04-14,C002,Ananya Iyer,Corporate,India,Chennai,Electronics,Power Bank,4,2200,0.2,Completed,Net Banking,8800,1760,7040,April
1092,2024-01-24,C008,Sneha Verma,Home Office,India,Kochi,Electronics,Wireless Mouse,3,1200,0.05,Completed,Debit Card,3600,180,3420,January
1093,2024-05-01,C010,Pooja Kulkarni,Corporate,India,Hyderabad,Furniture,Study Table,5,12000,0.2,Completed,Debit Card,60000,12000,48000,May
1094,2024-03-10,C006,Priya Nair,Consumer,India,Chennai,Stationery,Notebook Pack,3,300,0.1,Completed,Credit Card,900,90,810,March
1095,2024-05-17,C006,Priya Nair,Consumer,India,Chennai,Electronics,Keyboard,2,3500,0.05,Completed,Debit Card,7000,350,6650,May
1096,2024-06-01,C010,Pooja Kulkarni,Corporate,India,Chennai,Stationery,Pen Set,3,450,0,Completed,Debit Card,1350,0,1350,June
1097,2024-01-04,C003,Arjun Mehta,Consumer,India,Pune,Furniture,Office Chair,5,8500,0.05,Completed,UPI,42500,2125,40375,January
1098,2024-06-27,C009,Vikram Rao,Corporate,India,Mumbai,Furniture,Office Chair,2,8500,0.15,Cancelled,Debit Card,17000,2550,14450,June
1099,2024-04-22,C008,Sneha Verma,Home Office,India,Bangalore,Stationery,Notebook Pack,3,300,0.05,Completed,Net Banking,900,45,855,April
1100,2024-04-12,C002,Ananya Iyer,Corporate,India,Nagpur,Electronics,Keyboard,4,3500,0,Completed,UPI,14000,0,14000,April
1101,2024-05-24,C003,Arjun Mehta,Consumer,India,Chennai,Electronics,Monitor 24 inch,3,14500,0,Completed,Net Banking,43500,0,43500,May
1102,2024-06-07,C010,Pooja Kulkarni,Corporate,India,Kochi,Stationery,Marker Set,2,250,0.2,Completed,Net Banking,500,100,400,June
1103,2024-04-19,C005,Karan Patel,Consumer,India,Nagpur,Stationery,Marker Set,3,250,0.2,Completed,UPI,750,150,600,April
1104,2024-03-08,C004,Neha Singh,Home Office,India,Chennai,Electronics,Power Bank,1,2200,0.05,Completed,UPI,2200,110,2090,March
1105,2024-04-14,C003,Arjun Mehta,Consumer,India,Ahmedabad,Electronics,Wireless Mouse,4,1200,0.2,Completed,Credit Card,4800,960,3840,April
1106,2024-06-28,C005,Karan Patel,Consumer,India,Chennai,Furniture,Office Chair,4,8500,0,Cancelled,Credit Card,34000,0,34000,June
1107,2024-05-19,C007,Sameer Khan,Corporate,India,Pune,Electronics,Keyboard,2,3500,0.05,Completed,UPI,7000,350,6650,May
1108,2024-03-19,C001,Rahul Sharma,Consumer,India,Pune,Electronics,Monitor 24 inch,5,14500,0.2,Completed,Net Banking,72500,14500,58000,March
1109,2024-03-10,C005,Karan Patel,Consumer,India,Ahmedabad,Furniture,Bookshelf,5,6500,0.2,Completed,UPI,32500,6500,26000,March
1110,2024-06-03,C007,Sameer Khan,Corporate,India,Mumbai,Furniture,Study Table,3,12000,0,Completed,UPI,36000,0,36000,June
1111,2024-01-11,C005,Karan Patel,Consumer,India,Jaipur,Stationery,Marker Set,2,250,0.15,Completed,Debit Card,500,75,425,January
1112,2024-04-21,C003,Arjun Mehta,Consumer,India,Ahmedabad,Stationery,Marker Set,4,250,0,Completed,Debit Card,1000,0,1000,April
1113,2024-02-11,C006,Priya Nair,Consumer,India,Ahmedabad,Electronics,Keyboard,3,3500,0.15,Completed,Net Banking,10500,1575,8925,February
1114,2024-04-26,C009,Vikram Rao,Corporate,India,Pune,Electronics,Wireless Mouse,1,1200,0.1,Completed,Net Banking,1200,120,1080,April
1115,2024-06-17,C009,Vikram Rao,Corporate,India,Kochi,Electronics,Wireless Mouse,5,1200,0.15,Completed,Debit Card,6000,900,5100,June
1116,2024-06-09,C010,Pooja Kulkarni,Corporate,India,Chennai,Stationery,Notebook Pack,4,300,0,Completed,Credit Card,1200,0,1200,June
1117,2024-06-27,C005,Karan Patel,Consumer,India,Bangalore,Stationery,Notebook Pack,4,300,0,Returned,Credit Card,1200,0,1200,June
1118,2024-05-21,C003,Arjun Mehta,Consumer,India,Kochi,Furniture,Office Chair,1,8500,0.2,Completed,UPI,8500,1700,6800,May
1119,2024-06-14,C008,Sneha Verma,Home Office,India,Pune,Electronics,Keyboard,2,3500,0.15,Completed,Debit Card,7000,1050,5950,June
1120,2024-04-30,C007,Sameer Khan,Corporate,India,Jaipur,Stationery,Notebook Pack,2,300,0.15,Completed,Credit Card,600,90,510,April
1121,2024-02-04,C010,Pooja Kulkarni,Corporate,India,Kochi,Stationery,Pen Set,1,450,0.1,Completed,Debit Card,450,45,405,February
1122,2024-03-17,C001,Rahul Sharma,Consumer,India,Ahmedabad,Furniture,Office Chair,5,8500,0.2,Cancelled,Net Banking,42500,8500,34000,March
1123,2024-03-29,C009,Vikram Rao,Corporate,India,Jaipur,Stationery,Notebook Pack,3,300,0.2,Completed,Debit Card,900,180,720,March
1124,2024-05-26,C004,Neha Singh,Home Office,India,Kochi,Electronics,Power Bank,4,2200,0.05,Completed,Net Banking,8800,440,8360,May
1125,2024-06-18,C007,Sameer Khan,Corporate,India,Bangalore,Furniture,Bookshelf,2,6500,0.15,Completed,Debit Card,13000,1950,11050,June
1126,2024-01-26,C002,Ananya Iyer,Corporate,India,Bangalore,Stationery,Notebook Pack,5,300,0.15,Completed,Net Banking,1500,225,1275,January
1127,2024-04-30,C003,Arjun Mehta,Consumer,India,Nagpur,Electronics,Keyboard,3,3500,0.1,Completed,UPI,10500,1050,9450,April
1128,2024-04-07,C006,Priya Nair,Consumer,India,Jaipur,Stationery,Pen Set,3,450,0.15,Completed,UPI,1350,202.5,1147.5,April
1129,2024-02-28,C004,Neha Singh,Home Office,India,Mumbai,Furniture,Office Chair,1,8500,0.15,Completed,UPI,8500,1275,7225,February
1130,2024-06-26,C008,Sneha Verma,Home Office,India,Bangalore,Electronics,Monitor 24 inch,3,14500,0,Completed,UPI,43500,0,43500,June
1131,2024-04-05,C005,Karan Patel,Consumer,India,Chennai,Furniture,Study Table,4,12000,0.05,Completed,Credit Card,48000,2400,45600,April
1132,2024-01-21,C003,Arjun Mehta,Consumer,India,Nagpur,Electronics,Monitor 24 inch,5,14500,0.15,Completed,Net Banking,72500,10875,61625,January
1133,2024-02-29,C010,Pooja Kulkarni,Corporate,India,Ahmedabad,Electronics,Monitor 24 inch,4,14500,0.1,Completed,UPI,58000,5800,52200,February
1134,2024-06-22,C008,Sneha Verma,Home Office,India,Mumbai,Furniture,Office Chair,5,8500,0.05,Completed,Debit Card,42500,2125,40375,June
1135,2024-06-12,C010,Pooja Kulkarni,Corporate,India,Ahmedabad,Furniture,Office Chair,4,8500,0.1,Completed,Credit Card,34000,3400,30600,June
1136,2024-01-28,C007,Sameer Khan,Corporate,India,Nagpur,Stationery,Notebook Pack,2,300,0.15,Completed,Debit Card,600,90,510,January
1137,2024-06-17,C005,Karan Patel,Consumer,India,Bangalore,Electronics,Wireless Mouse,4,1200,0.1,Completed,UPI,4800,480,4320,June
1138,2024-03-14,C010,Pooja Kulkarni,Corporate,India,Hyderabad,Stationery,Notebook Pack,2,300,0.2,Completed,Credit Card,600,120,480,March
1139,2024-06-22,C010,Pooja Kulkarni,Corporate,India,Bangalore,Furniture,Office Chair,2,8500,0,Completed,Net Banking,17000,0,17000,June
1140,2024-04-03,C001,Rahul Sharma,Consumer,India,Pune,Stationery,Marker Set,2,250,0,Completed,Net Banking,500,0,500,April
1141,2024-02-03,C003,Arjun Mehta,Consumer,India,Jaipur,Electronics,Power Bank,5,2200,0.1,Completed,Debit Card,11000,1100,9900,February
1142,2024-05-03,C003,Arjun Mehta,Consumer,India,Mumbai,Furniture,Office Chair,3,8500,0.1,Completed,UPI,25500,2550,22950,May
1143,2024-06-22,C003,Arjun Mehta,Consumer,India,Hyderabad,Electronics,Power Bank,4,2200,0.2,Completed,Net Banking,8800,1760,7040,June
1144,2024-05-17,C001,Rahul Sharma,Consumer,India,Hyderabad,Furniture,Office Chair,1,8500,0.15,Completed,Debit Card,8500,1275,7225,May
1145,2024-06-12,C010,Pooja Kulkarni,Corporate,India,Chennai,Furniture,Bookshelf,3,6500,0,Completed,Debit Card,19500,0,19500,June
1146,2024-06-14,C010,Pooja Kulkarni,Corporate,India,Pune,Electronics,Power Bank,1,2200,0.15,Completed,UPI,2200,330,1870,June
1147,2024-01-10,C003,Arjun Mehta,Consumer,India,Mumbai,Electronics,Wireless Mouse,3,1200,0.15,Completed,Credit Card,3600,540,3060,January
1148,2024-04-04,C007,Sameer Khan,Corporate,India,Nagpur,Stationery,Notebook Pack,5,300,0.15,Completed,Credit Card,1500,225,1275,April
1149,2024-05-05,C007,Sameer Khan,Corporate,India,Pune,Electronics,Keyboard,5,3500,0.15,Completed,Debit Card,17500,2625,14875,May
1150,2024-04-23,C004,Neha Singh,Home Office,India,Mumbai,Stationery,Notebook Pack,2,300,0.1,Returned,Debit Card,600,60,540,April
1151,2024-01-16,C009,Vikram Rao,Corporate,India,Chennai,Furniture,Study Table,4,12000,0.1,Returned,Net Banking,48000,4800,43200,January
1152,2024-06-13,C002,Ananya Iyer,Corporate,India,Bangalore,Electronics,Power Bank,5,2200,0,Completed,Credit Card,11000,0,11000,June
1153,2024-02-22,C003,Arjun Mehta,Consumer,India,Chennai,Stationery,Marker Set,1,250,0.2,Completed,Credit Card,250,50,200,February
1154,2024-06-01,C006,Priya Nair,Consumer,India,Delhi,Electronics,Monitor 24 inch,1,14500,0.1,Returned,Debit Card,14500,1450,13050,June
1155,2024-06-18,C003,Arjun Mehta,Consumer,India,Bangalore,Electronics,Keyboard,1,3500,0.05,Completed,Credit Card,3500,175,3325,June
1156,2024-01-05,C010,Pooja Kulkarni,Corporate,India,Bangalore,Furniture,Study Table,2,12000,0.1,Completed,Net Banking,24000,2400,21600,January
1157,2024-01-17,C009,Vikram Rao,Corporate,India,Hyderabad,Electronics,Keyboard,4,3500,0.15,Completed,UPI,14000,2100,11900,January
1158,2024-02-26,C008,Sneha Verma,Home Office,India,Jaipur,Stationery,Pen Set,5,450,0,Completed,UPI,2250,0,2250,February
1159,2024-04-12,C001,Rahul Sharma,Consumer,India,Ahmedabad,Stationery,Notebook Pack,4,300,0,Completed,Net Banking,1200,0,1200,April
1160,2024-03-23,C002,Ananya Iyer,Corporate,India,Mumbai,Electronics,Keyboard,5,3500,0.05,Completed,Debit Card,17500,875,16625,March
1161,2024-05-15,C007,Sameer Khan,Corporate,India,Jaipur,Stationery,Marker Set,3,250,0.15,Completed,UPI,750,112.5,637.5,May
1162,2024-02-25,C002,Ananya Iyer,Corporate,India,Chennai,Stationery,Pen Set,4,450,0.15,Completed,Net Banking,1800,270,1530,February
1163,2024-01-25,C007,Sameer Khan,Corporate,India,Hyderabad,Furniture,Bookshelf,3,6500,0.15,Completed,Debit Card,19500,2925,16575,January
1164,2024-01-18,C003,Arjun Mehta,Consumer,India,Mumbai,Stationery,Notebook Pack,1,300,0,Completed,Debit Card,300,0,300,January
1165,2024-01-16,C003,Arjun Mehta,Consumer,India,Jaipur,Stationery,Pen Set,5,450,0.2,Completed,UPI,2250,450,1800,January
1166,2024-06-19,C007,Sameer Khan,Corporate,India,Pune,Furniture,Study Table,4,12000,0,Completed,Debit Card,48000,0,48000,June
1167,2024-05-09,C002,Ananya Iyer,Corporate,India,Ahmedabad,Stationery,Marker Set,2,250,0.05,Completed,UPI,500,25,475,May
1168,2024-04-04,C006,Priya Nair,Consumer,India,Nagpur,Stationery,Pen Set,1,450,0.1,Completed,Net Banking,450,45,405,April
1169,2024-06-06,C009,Vikram Rao,Corporate,India,Nagpur,Stationery,Marker Set,5,250,0,Cancelled,Debit Card,1250,0,1250,June
1170,2024-03-10,C001,Rahul Sharma,Consumer,India,Hyderabad,Electronics,Monitor 24 inch,3,14500,0.1,Completed,Credit Card,43500,4350,39150,March
1171,2024-01-18,C010,Pooja Kulkarni,Corporate,India,Mumbai,Furniture,Bookshelf,2,6500,0,Completed,Credit Card,13000,0,13000,January
1172,2024-04-26,C007,Sameer Khan,Corporate,India,Hyderabad,Furniture,Bookshelf,3,6500,0.05,Completed,Debit Card,19500,975,18525,April
1173,2024-01-22,C010,Pooja Kulkarni,Corporate,India,Delhi,Stationery,Marker Set,1,250,0.05,Completed,UPI,250,12.5,237.5,January
1174,2024-04-23,C002,Ananya Iyer,Corporate,India,Nagpur,Furniture,Office Chair,4,8500,0.15,Completed,Debit Card,34000,5100,28900,April
1175,2024-01-30,C004,Neha Singh,Home Office,India,Mumbai,Stationery,Pen Set,3,450,0.15,Completed,Net Banking,1350,202.5,1147.5,January
1176,2024-01-12,C009,Vikram Rao,Corporate,India,Nagpur,Furniture,Office Chair,2,8500,0.15,Completed,Credit Card,17000,2550,14450,January
1177,2024-02-05,C005,Karan Patel,Consumer,India,Hyderabad,Electronics,Power Bank,3,2200,0.1,Completed,Net Banking,6600,660,5940,February
1178,2024-02-03,C007,Sameer Khan,Corporate,India,Chennai,Electronics,Monitor 24 inch,4,14500,0.2,Completed,Debit Card,58000,11600,46400,February
1179,2024-01-11,C002,Ananya Iyer,Corporate,India,Ahmedabad,Furniture,Bookshelf,4,6500,0,Cancelled,Debit Card,26000,0,26000,January
1180,2024-05-26,C010,Pooja Kulkarni,Corporate,India,Pune,Furniture,Bookshelf,4,6500,0.15,Completed,UPI,26000,3900,22100,May
1181,2024-06-07,C006,Priya Nair,Consumer,India,Mumbai,Electronics,Monitor 24 inch,4,14500,0.1,Completed,UPI,58000,5800,52200,June
1182,2024-05-30,C004,Neha Singh,Home Office,India,Mumbai,Furniture,Bookshelf,4,6500,0.2,Completed,Debit Card,26000,5200,20800,May
1183,2024-03-26,C006,Priya Nair,Consumer,India,Jaipur,Electronics,Power Bank,2,2200,0,Completed,Credit Card,4400,0,4400,March
1184,2024-06-14,C006,Priya Nair,Consumer,India,Mumbai,Furniture,Study Table,2,12000,0.05,Completed,Credit Card,24000,1200,22800,June
1185,2024-02-09,C003,Arjun Mehta,Consumer,India,Ahmedabad,Stationery,Marker Set,1,250,0.05,Completed,Net Banking,250,12.5,237.5,February
